x1;y1;x2;y2;speed-limit;is-residential
-9.67177192463471;-5.8505860785719905;-9.593910148376802;-5.202948621819171;6.360153298126814;1
-9.593910148376802;-5.202948621819171;-9.535457065617173;-4.247496096251175;6.56545387996516;0
-9.535457065617173;-4.247496096251175;-9.903087230778189;-2.988655045986516;68.8185945027279;1
1.3319357789962842;-7.375019776713683;3.045916366863817;-9.65616551904114;25.74834010387968;1
-1.7621050676533812;-10.32911372813188;-2.43982032426889;-9.032476801055656;16.788422599968346;0
-2.43982032426889;-9.032476801055656;-3.1845012485121;-6.791169955907737;37.36722013757385;1
-4.726641123179264;-2.4567887434350593;-4.35254139351815;-2.37313840947293;27.941841866073148;1
-4.35254139351815;-2.37313840947293;-4.306119430705614;-2.091088097511136;63.63851920599793;1
-4.306119430705614;-2.091088097511136;-4.614048000659738;-1.9574972656544285;19.832888488984025;0
-4.614048000659738;-1.9574972656544285;-4.947514325218082;-2.0531787195666737;65.54246721101869;0
-4.947514325218082;-2.0531787195666737;-5.000746355925379;-2.306059240712331;47.82279810724161;1
-5.000746355925379;-2.306059240712331;-4.726641123179264;-2.4567887434350593;48.16455651479565;0
-3.331939218424126;-6.291197471329717;-3.5733561252771016;-6.450666561188835;30.40397336103699;0
-3.5733561252771016;-6.450666561188835;-3.527728670385277;-6.678009327730776;42.034939366516284;1
-3.527728670385277;-6.678009327730776;-3.1845012485121;-6.791169955907737;29.53386978503054;0
-3.1845012485121;-6.791169955907737;-2.8536454499801733;-6.6486125346488425;5.90169015067487;1
-2.8536454499801733;-6.6486125346488425;-2.8974568867667956;-6.374280299643484;59.34120372013338;1
-2.8974568867667956;-6.374280299643484;-3.331939218424126;-6.291197471329717;17.922113435649543;0
-10.003762734482514;-5.596457044980582;-6.506338866226731;-5.955574625277052;14.454606420579442;0
-6.506338866226731;-5.955574625277052;-3.5918568097237884;-6.563940690498694;32.623908601765535;1
-3.9988718675403105;-4.464396758679381;-3.956308943200952;-4.937128971676341;32.646899544176215;0
-3.956308943200952;-4.937128971676341;-4.237905250630649;-5.157548169192135;18.647044300533604;1
-4.237905250630649;-5.157548169192135;-5.532158653944739;-5.3400579887634665;16.49339505096635;0
-5.532158653944739;-5.3400579887634665;-11.455215205023967;-5.3592396799974615;36.46175903301832;1
-6.432676631836158;3.944675077219004;-6.466726971307948;4.1691803154626825;53.12348458308834;0
-6.466726971307948;4.1691803154626825;-6.742534721027376;4.290399523986708;11.066266802459223;1
-6.742534721027376;4.290399523986708;-7.196879750710043;4.056246689551518;26.12648777781468;0
-7.196879750710043;4.056246689551518;-6.845480247363454;3.775331388910642;53.163784968660686;0
-6.845480247363454;3.775331388910642;-6.432676631836158;3.944675077219004;59.1673330224014;0
-9.868355884517579;-7.317247700737836;-9.67177192463471;-5.8505860785719905;49.588035602841686;1
-9.680511511766058;-7.440055925106308;-5.6296561259652105;-7.712685643134322;43.60676026788;0
-5.6296561259652105;-7.712685643134322;-5.107210417339973;-8.276786267049847;35.58326988094259;1
-5.107210417339973;-8.276786267049847;-5.214695988938554;-9.051544991156753;64.77832687364533;0
-7.668022947864572;-7.543795959357554;-7.669271460311836;-7.986450372491319;67.83979864712373;1
-7.669271460311836;-7.986450372491319;-7.1201529857675085;-8.719440680183611;34.88695543054427;0
-7.1201529857675085;-8.719440680183611;-7.397095746802813;-9.639140349308018;49.78433277293417;1
-9.090192126460519;10.32911372813188;-8.096489719548861;8.489260385351473;18.261325645511146;0
-8.096489719548861;8.489260385351473;-7.210159383103894;5.368092768258686;44.17233311518551;0
-3.350439902870309;4.2746228666912724;-3.147045875093182;4.187340496516723;56.52564031670073;0
-3.147045875093182;4.187340496516723;-3.0287776959952764;4.3094677140878055;38.3672570597846;0
-3.0287776959952764;4.3094677140878055;-3.2201406038258154;4.396296079738827;68.71571175511926;1
-3.2201406038258154;4.396296079738827;-3.350439902870309;4.2746228666912724;40.3613293668335;1
-6.432676631836158;3.944675077219004;-5.913295453763387;4.052614653339097;58.95205209898164;1
-3.735889745688182;5.959093160356575;-3.2201406038258154;4.396296079738827;14.361253327248749;1
-3.0287776959952764;4.3094677140878055;-0.34356792526783964;4.459856713419904;31.50299618436999;0
9.422750441966766;1.086830085369479;9.002455751756392;1.3154213643491068;55.904403222584655;1
9.002455751756392;1.3154213643491068;8.600661745991696;1.0194104132101847;54.961850338418245;0
8.600661745991696;1.0194104132101847;9.092008144566226;0.7748154746773892;44.33327902806233;1
9.092008144566226;0.7748154746773892;9.422750441966766;1.086830085369479;1.7072680436507637;1
13.781874901116904;1.175587970255577;43.47242099458473;1
13.781874901116904;1.175587970255577;9.422750441966766;1.086830085369479;21.974648357761883;1
8.600661745991696;1.0194104132101847;4.145174826137468;0.8239614646497448;32.11646207805113;0
0.07990479662689046;0.6575688057644792;-0.20838807756567754;3.3624142722494397;19.192153761532154;1
3.97004258012186;0.8240749657745784;-1.4781252364605428;0.5901491336051848;9.435435144467917;0
4.145174826137468;0.8239614646497448;4.0423428009332785;0.8795770191166546;37.442745176686614;1
4.0423428009332785;0.8795770191166546;3.97004258012186;0.8240749657745784;17.756475111355662;0
3.97004258012186;0.8240749657745784;4.062546002352773;0.7652813796268407;3.620823461371492;0
4.062546002352773;0.7652813796268407;4.145174826137468;0.8239614646497448;11.031997607099894;1
-1.4781252364605428;0.5901491336051848;-1.9849077889287878;0.829409518964344;20.930676127051452;1
-1.9849077889287878;0.829409518964344;-2.3106560365402737;0.5066123007678895;14.590710518412042;1
-2.3106560365402737;0.5066123007678895;-1.8172666175972667;0.2859661009943638;38.69323356371573;0
-1.8172666175972667;0.2859661009943638;-1.4781252364605428;0.5901491336051848;30.844431650144447;1
-1.9849077889287878;0.829409518964344;-2.824362158034666;3.2441460931565747;31.290082787210604;1
-0.010101600709495418;0.2880091213623385;-0.6095010765405439;-1.481246517577946;67.77521280611091;1
-1.4832327873809836;0.5049097837986096;-0.010101600709495418;0.2880091213623385;55.253316380598534;1
-0.6765802452996312;-2.0226469151799513;2.2675256065434803;-2.3386340654750923;36.449836212303126;0
4.0423428009332785;0.8795770191166546;3.6239776299589894;2.465074326047921;47.9785814469522;1
-1.8172666175972667;0.2859661009943638;-1.1552145171382466;-1.7045032433839378;51.761192034712636;0
-0.8939349122599347;-2.2125343082928937;-0.6765802452996312;-2.0226469151799513;17.03335834579874;0
-0.6765802452996312;-2.0226469151799513;-0.8425188996578402;-1.7500171971438723;58.488208591355935;1
-0.8425188996578402;-1.7500171971438723;-1.4486149422517596;-1.8494441884014368;63.973230000405984;0
-1.4486149422517596;-1.8494441884014368;-1.3638295969672005;-2.1678148624551823;21.374542911483427;1
-1.3638295969672005;-2.1678148624551823;-0.8939349122599347;-2.2125343082928937;25.7566147288472;0
-15.933288850061336;4.442718042553883;-12.557311192586807;4.689015498064023;40.28789642161267;1
-12.557311192586807;4.689015498064023;-11.382460979686499;5.046544062516047;3.961118453548602;0
-11.382460979686499;5.046544062516047;-9.59152662461366;5.93923046232519;53.26569935899962;0
-9.59152662461366;5.93923046232519;-9.306865786631496;6.352034077853494;43.20435491251775;0
-9.306865786631496;6.352034077853494;-9.29846670289481;6.7990015339890055;37.506560801334636;0
-9.29846670289481;6.7990015339890055;-10.993606102920994;9.053474510399894;21.616860197901566;0
4.614388504055409;0.9628868496881534;8.447889222895952;1.128485000651196;57.24092497834588;0
4.614388504055409;0.9628868496881534;4.098752863324428;-0.6572283023657843;55.3742627995021;0
4.098752863324428;-0.6572283023657843;2.478183706740913;-2.4796024708814755;37.30073134207095;0
-6.4913567168590625;3.2806934575223874;-6.617342972903827;3.6580847199977318;55.24149921538878;1
-6.617342972903827;3.6580847199977318;-6.641972718454941;3.7966696016455104;65.73527727099537;0
-6.524499047277747;4.530000412728433;-6.9951882399067316;4.896836069973274;26.715022760038856;0
-5.999896817152644;3.969758827291127;-6.0425732426238925;4.152609150253088;63.00753441645787;1
-7.3347836255695045;3.5670568124778628;-6.428817593362981;3.631184951815366;59.39396192479276;1
-6.428817593362981;3.631184951815366;-5.999896817152644;3.969758827291127;0.9767086853847129;0
-6.0425732426238925;4.152609150253088;-6.524499047277747;4.530000412728433;50.594088510154165;1
-0.7239102171652723;6.022653794037652;-3.735889745688182;5.959093160356575;17.14761858218582;1
-0.34356792526783964;4.459856713419904;-0.36138760292469735;5.828793861305529;28.873102003202902;0
-0.36138760292469735;5.828793861305529;-0.7239102171652723;6.022653794037652;22.709147560032093;1
-0.34356792526783964;4.459856713419904;3.0949488557027705;4.317980298958399;56.043840345915385;1
-4.726641123179264;-2.4567887434350593;-3.9988718675403105;-4.464396758679381;66.24621647788092;0
-3.3869872672361216;-6.158514648528131;-3.5943538346183157;-5.6154117339568455;40.34136704292376;1
-2.813693051666728;-6.516610718636581;0.5681866646494569;-6.49584001155814;48.229404114639294;1
0.5681866646494569;-6.49584001155814;5.120830553129495;-6.955860097815658;33.747292519028825;1
3.1075474813072974;-6.480403857661399;-2.92208663231791;-5.397489561332554;12.670144138205782;1
-2.92208663231791;-5.397489561332554;-3.3090119898463235;-5.275702847160167;14.571915046248636;0
-3.3090119898463235;-5.275702847160167;-3.8187455717356484;-4.791620521002415;10.598264826254718;0
-7.6279570484197405;-2.9311099722764653;-7.6656394241019346;-3.1854660081336705;36.79791277169035;1
-7.6656394241019346;-3.1854660081336705;-8.654234280092648;-3.3960106072002207;25.9312518690224;0
-8.654234280092648;-3.3960106072002207;-9.035598082174571;-3.6446915864689657;12.84321222963841;0
-9.035598082174571;-3.6446915864689657;-9.08451706988214;-4.746106567242481;63.44473182438611;0
-9.08451706988214;-4.746106567242481;-9.484268055278354;-4.989339492204691;66.3110669393282;1
-7.740096166412714;-2.6464491342983343;-7.6279570484197405;-2.9311099722764653;53.659990688896414;1
-11.5062907142314;-2.7845800114145196;-9.063746362804201;-1.4836300413446155;10.801077706723614;1
-9.063746362804201;-1.4836300413446155;-8.837765609844437;-1.5259659634156575;68.0431957577018;1
-8.837765609844437;-1.5259659634156575;-8.477286015972341;-2.038877576990851;30.705489580602592;0
